cenario_id,cenario,dssat_run,data,dia_safra,decisao_dssat,decisao_hydros_historico,decisao_hydros_instantaneo,concordancia_historico,concordancia_instantaneo,mesma_decisao_hydros,confianca_historico,confianca_instantaneo,conflito_historico,conflito_instantaneo,revisao_humana_historico,revisao_humana_instantaneo,motivos_revisao_historico,motivos_revisao_instantaneo,avisos_governanca_historico,avisos_governanca_instantaneo,status_aps_historico,status_aps_instantaneo,compatibilidade_aps_historico,compatibilidade_aps_instantaneo,peso_efetivo_aps_historico,peso_efetivo_aps_instantaneo,decisao_sem_aps_historico,decisao_sem_aps_instantaneo,dependencia_material_aps_historico,dependencia_material_aps_instantaneo,score_historico,score_instantaneo,umidade_solo_pct,agua_disponivel_mm,irrigacao_dssat_mm,estresse_dssat_original,estresse_hydros,produtividade_kg_ha,ehc_historico,earg_historico,eaps_historico,ehc_instantaneo,earg_instantaneo,eaps_instantaneo
sem_irrigacao_run_2,sem_irrigacao,2,1979/09/07,81,manter_irrigacao,manter_irrigacao,manter_irrigacao,True,True,True,0.3472,0.3653,0.3333,0.3333,False,False,,,confianca_global_baixa | alerta_interno_do_aiec | aps_fora_ou_parcialmente_fora_do_dominio,confianca_global_baixa | alerta_interno_do_aiec | aps_fora_ou_parcialmente_fora_do_dominio,parcialmente_fora_dominio,fora_dominio,0.554808,0.541346,0.350436,0.325351,manter_irrigacao,manter_irrigacao,False,False,1.9333,1.9333,11.9,172,0.0,0.0,baixo,0,moderado,moderado,moderado,moderado,moderado,moderado
sem_irrigacao_run_2,sem_irrigacao,2,1979/09/08,82,manter_irrigacao,manter_irrigacao,manter_irrigacao,True,True,True,0.3418,0.3544,0.3333,0.3333,False,False,,,confianca_global_baixa | alerta_interno_do_aiec | aps_fora_ou_parcialmente_fora_do_dominio,confianca_global_baixa | alerta_interno_do_aiec | aps_fora_ou_parcialmente_fora_do_dominio,parcialmente_fora_dominio,fora_dominio,0.554808,0.541346,0.364488,0.334252,manter_irrigacao,manter_irrigacao,False,False,1.9333,1.9333,11.0,161,0.0,0.0,baixo,0,moderado,moderado,moderado,moderado,moderado,moderado
sem_irrigacao_run_2,sem_irrigacao,2,1979/09/09,83,manter_irrigacao,manter_irrigacao,manter_irrigacao,True,True,True,0.3522,0.3413,0.6667,0.3333,True,False,decisao_dependente_de_aps_fora_do_dominio,,confianca_global_baixa | alerta_interno_do_aiec | aps_fora_ou_parcialmente_fora_do_dominio | aps_alterou_a_decisao_no_teste_contrafactual,confianca_global_baixa | alerta_interno_do_aiec | aps_fora_ou_parcialmente_fora_do_dominio,fora_dominio,fora_dominio,0.541346,0.514423,0.280575,0.339098,iniciar_irrigacao,manter_irrigacao,True,False,2.2667,1.5333,12.7,175,0.0,0.0,baixo,0,alto,moderado,moderado,baixo,moderado,moderado
sem_irrigacao_run_2,sem_irrigacao,2,1979/09/10,84,manter_irrigacao,manter_irrigacao,manter_irrigacao,True,True,True,0.3361,0.3519,0.6667,0.3333,False,False,,,confianca_global_baixa | alerta_interno_do_aiec | aps_fora_ou_parcialmente_fora_do_dominio,confianca_global_baixa | alerta_interno_do_aiec | aps_fora_ou_parcialmente_fora_do_dominio,fora_dominio,fora_dominio,0.541346,0.527885,0.283545,0.330365,manter_irrigacao,manter_irrigacao,False,False,1.8667,1.9333,11.4,163,0.0,0.0,baixo,0,moderado,moderado,moderado,moderado,moderado,moderado
sem_irrigacao_run_2,sem_irrigacao,2,1979/09/11,85,manter_irrigacao,manter_irrigacao,manter_irrigacao,True,True,True,0.3431,0.3562,0.6667,0.3333,False,False,,,confianca_global_baixa | alerta_interno_do_aiec | aps_fora_ou_parcialmente_fora_do_dominio,confianca_global_baixa | alerta_interno_do_aiec | aps_fora_ou_parcialmente_fora_do_dominio,fora_dominio,fora_dominio,0.541346,0.527885,0.283106,0.337052,manter_irrigacao,manter_irrigacao,False,False,1.8667,1.9333,11.0,159,0.0,0.0,baixo,0,moderado,moderado,moderado,moderado,moderado,moderado
sem_irrigacao_run_2,sem_irrigacao,2,1979/09/12,86,manter_irrigacao,manter_irrigacao,manter_irrigacao,True,True,True,0.3401,0.3408,0.3333,0.3333,False,False,,,confianca_global_baixa | alerta_interno_do_aiec | aps_fora_ou_parcialmente_fora_do_dominio,confianca_global_baixa | alerta_interno_do_aiec | aps_fora_ou_parcialmente_fora_do_dominio,fora_dominio,fora_dominio,0.541346,0.541346,0.372733,0.36484,manter_irrigacao,manter_irrigacao,False,False,1.5333,1.5333,12.3,169,0.0,0.0,baixo,0,baixo,moderado,moderado,baixo,moderado,moderado
sem_irrigacao_run_2,sem_irrigacao,2,1979/09/13,87,manter_irrigacao,manter_irrigacao,manter_irrigacao,True,True,True,0.3535,0.3453,0.6667,0.3333,True,False,decisao_dependente_de_aps_fora_do_dominio,,confianca_global_baixa | alerta_interno_do_aiec | aps_fora_ou_parcialmente_fora_do_dominio | aps_alterou_a_decisao_no_teste_contrafactual,confianca_global_baixa | alerta_interno_do_aiec | aps_fora_ou_parcialmente_fora_do_dominio,parcialmente_fora_dominio,fora_dominio,0.554808,0.541346,0.289956,0.353406,iniciar_irrigacao,manter_irrigacao,True,False,2.2667,1.5333,12.6,173,0.0,0.0,baixo,0,alto,moderado,moderado,baixo,moderado,moderado
sem_irrigacao_run_2,sem_irrigacao,2,1979/09/14,88,manter_irrigacao,manter_irrigacao,manter_irrigacao,True,True,True,0.339,0.3429,0.3333,0.3333,False,False,,,confianca_global_baixa | alerta_interno_do_aiec | aps_fora_ou_parcialmente_fora_do_dominio,confianca_global_baixa | alerta_interno_do_aiec | aps_fora_ou_parcialmente_fora_do_dominio,fora_dominio,fora_dominio,0.541346,0.527885,0.360556,0.341521,manter_irrigacao,manter_irrigacao,False,False,1.9333,1.5333,13.6,187,0.0,0.0,baixo,0,moderado,moderado,moderado,baixo,moderado,moderado
sem_irrigacao_run_2,sem_irrigacao,2,1979/09/15,89,manter_irrigacao,manter_irrigacao,manter_irrigacao,True,True,True,0.3349,0.3375,0.3333,0.3333,False,False,,,confianca_global_baixa | alerta_interno_do_aiec | aps_fora_ou_parcialmente_fora_do_dominio,confianca_global_baixa | alerta_interno_do_aiec | aps_fora_ou_parcialmente_fora_do_dominio,fora_dominio,fora_dominio,0.541346,0.514423,0.365832,0.341838,manter_irrigacao,manter_irrigacao,False,False,1.5333,1.5333,13.6,190,0.0,0.0,baixo,0,baixo,moderado,moderado,baixo,moderado,moderado
sem_irrigacao_run_2,sem_irrigacao,2,1979/09/16,90,manter_irrigacao,manter_irrigacao,manter_irrigacao,True,True,True,0.3375,0.3369,0.3333,0.3333,False,False,,,confianca_global_baixa | alerta_interno_do_aiec | aps_fora_ou_parcialmente_fora_do_dominio,confianca_global_baixa | alerta_interno_do_aiec | aps_fora_ou_parcialmente_fora_do_dominio,fora_dominio,fora_dominio,0.541346,0.527885,0.369302,0.349223,manter_irrigacao,manter_irrigacao,False,False,1.5333,1.5333,15.1,214,0.0,0.0,baixo,0,baixo,moderado,moderado,baixo,moderado,moderado
sem_irrigacao_run_2,sem_irrigacao,2,1979/09/17,91,manter_irrigacao,manter_irrigacao,manter_irrigacao,True,True,True,0.3349,0.353,0.3333,0.3333,False,False,,,confianca_global_baixa | alerta_interno_do_aiec | aps_fora_ou_parcialmente_fora_do_dominio,confianca_global_baixa | alerta_interno_do_aiec | aps_fora_ou_parcialmente_fora_do_dominio,fora_dominio,fora_dominio,0.541346,0.527885,0.365832,0.332049,manter_irrigacao,manter_irrigacao,False,False,1.5333,1.9333,12.7,186,0.0,0.0,baixo,0,baixo,moderado,moderado,moderado,moderado,moderado
sem_irrigacao_run_2,sem_irrigacao,2,1979/09/18,92,manter_irrigacao,manter_irrigacao,manter_irrigacao,True,True,True,0.3502,0.353,0.6667,0.3333,True,False,decisao_dependente_de_aps_fora_do_dominio,,confianca_global_baixa | alerta_interno_do_aiec | aps_fora_ou_parcialmente_fora_do_dominio | aps_alterou_a_decisao_no_teste_contrafactual,confianca_global_baixa | alerta_interno_do_aiec | aps_fora_ou_parcialmente_fora_do_dominio,parcialmente_fora_dominio,fora_dominio,0.554808,0.527885,0.282362,0.332049,iniciar_irrigacao,manter_irrigacao,True,False,2.2667,1.9333,11.3,168,0.0,0.0,baixo,0,alto,moderado,moderado,moderado,moderado,moderado
sem_irrigacao_run_2,sem_irrigacao,2,1979/09/19,93,manter_irrigacao,manter_irrigacao,manter_irrigacao,True,True,True,0.3568,0.353,0.6667,0.3333,True,False,decisao_dependente_de_aps_fora_do_dominio,,confianca_global_baixa | alerta_interno_do_aiec | aps_fora_ou_parcialmente_fora_do_dominio | aps_alterou_a_decisao_no_teste_contrafactual,confianca_global_baixa | alerta_interno_do_aiec | aps_fora_ou_parcialmente_fora_do_dominio,parcialmente_fora_dominio,fora_dominio,0.554808,0.527885,0.282019,0.332049,iniciar_irrigacao,manter_irrigacao,True,False,2.2667,1.9333,10.6,160,0.0,0.0,baixo,0,alto,moderado,moderado,moderado,moderado,moderado
sem_irrigacao_run_2,sem_irrigacao,2,1979/09/20,94,manter_irrigacao,manter_irrigacao,manter_irrigacao,True,True,True,0.3536,0.3639,0.6667,0.3333,True,False,decisao_dependente_de_aps_fora_do_dominio,,confianca_global_baixa | alerta_interno_do_aiec | aps_fora_ou_parcialmente_fora_do_dominio | aps_alterou_a_decisao_no_teste_contrafactual,confianca_global_baixa | alerta_interno_do_aiec | aps_fora_ou_parcialmente_fora_do_dominio,fora_dominio,fora_dominio,0.541346,0.527885,0.27407,0.323178,iniciar_irrigacao,manter_irrigacao,True,False,2.2667,1.9333,10.1,154,0.0,0.0,baixo,0,alto,moderado,moderado,moderado,moderado,moderado
sem_irrigacao_run_2,sem_irrigacao,2,1979/09/21,95,manter_irrigacao,manter_irrigacao,manter_irrigacao,True,True,True,0.3587,0.3522,0.6667,0.3333,False,False,,,confianca_global_baixa | alerta_interno_do_aiec | aps_fora_ou_parcialmente_fora_do_dominio,confianca_global_baixa | alerta_interno_do_aiec | aps_fora_ou_parcialmente_fora_do_dominio,fora_dominio,fora_dominio,0.541346,0.541346,0.25405,0.330811,manter_irrigacao,manter_irrigacao,False,False,2.1667,1.9333,9.9,152,0.0,0.0,baixo,0,moderado,alto,moderado,moderado,moderado,moderado
